level,id,dataset,ie_pred_kcalmol,true_kcalmol,error_kcalmol,abs_error_kcalmol
M06-2X__Def2TZVPP,IE-ADIM6-0,ADIM6,-1.115667274,-1.34,0.224332726,0.224332726
M06-2X__Def2TZVPP,IE-ADIM6-1,ADIM6,-1.644728235,-1.99,0.345271765,0.345271765
M06-2X__Def2TZVPP,IE-ADIM6-2,ADIM6,-2.399529845,-2.89,0.490470155,0.490470155
M06-2X__Def2TZVPP,IE-ADIM6-3,ADIM6,-3.186111768,-3.78,0.593888232,0.593888232
M06-2X__Def2TZVPP,IE-ADIM6-4,ADIM6,-3.974117966,-4.6,0.625882034,0.625882034
M06-2X__Def2TZVPP,IE-ADIM6-5,ADIM6,-5.089699672,-5.55,0.460300328,0.460300328
M06-2X__Def2TZVPP,IE-AHB21-0,AHB21,-22.38571507,-17.79,-4.595715073,4.595715073
M06-2X__Def2TZVPP,IE-AHB21-1,AHB21,-39.31507028,-32.5,-6.815070279,6.815070279
M06-2X__Def2TZVPP,IE-AHB21-2,AHB21,-74.89753518,-65.68,-9.217535182,9.217535182
M06-2X__Def2TZVPP,IE-AHB21-3,AHB21,-10.94392099,-8.98,-1.963920987,1.963920987
M06-2X__Def2TZVPP,IE-AHB21-4,AHB21,-18.321841,-15.61,-2.711840999,2.711840999
M06-2X__Def2TZVPP,IE-AHB21-5,AHB21,-29.14137789,-25.52,-3.621377892,3.621377892
M06-2X__Def2TZVPP,IE-AHB21-6,AHB21,-16.98543144,-14.35,-2.635431436,2.635431436
M06-2X__Def2TZVPP,IE-AHB21-7,AHB21,-46.97301118,-41.79,-5.18301118,5.18301118
M06-2X__Def2TZVPP,IE-AHB21-8,AHB21,-22.70313715,-17.03,-5.673137152,5.673137152
M06-2X__Def2TZVPP,IE-AHB21-9,AHB21,-46.1828245,-37.31,-8.872824501,8.872824501
M06-2X__Def2TZVPP,IE-AHB21-10,AHB21,-8.333776943,-7.97,-0.363776943,0.363776943
M06-2X__Def2TZVPP,IE-AHB21-11,AHB21,-15.03199137,-14.13,-0.901991375,0.901991375
M06-2X__Def2TZVPP,IE-AHB21-12,AHB21,-27.87229828,-26.01,-1.862298282,1.862298282
M06-2X__Def2TZVPP,IE-AHB21-13,AHB21,-11.09313575,-11.07,-0.023135746,0.023135746
M06-2X__Def2TZVPP,IE-AHB21-14,AHB21,-10.81741989,-8.62,-2.197419886,2.197419886
M06-2X__Def2TZVPP,IE-AHB21-15,AHB21,-18.77338044,-15.73,-3.043380436,3.043380436
M06-2X__Def2TZVPP,IE-AHB21-16,AHB21,-30.16680172,-26.24,-3.926801718,3.926801718
M06-2X__Def2TZVPP,IE-AHB21-17,AHB21,-14.48570922,-12.8,-1.685709221,1.685709221
M06-2X__Def2TZVPP,IE-AHB21-18,AHB21,-22.44361168,-20.65,-1.793611685,1.793611685
M06-2X__Def2TZVPP,IE-AHB21-19,AHB21,-23.28838558,-21.03,-2.258385577,2.258385577
M06-2X__Def2TZVPP,IE-AHB21-20,AHB21,-34.00563327,-31.4,-2.605633267,2.605633267
M06-2X__Def2TZVPP,IE-ARION583-0,ARION583,-5.980332505,-5.482,-0.498332505,0.498332505
M06-2X__Def2TZVPP,IE-ARION583-1,ARION583,-2.41882582,-3.807,1.38817418,1.38817418
M06-2X__Def2TZVPP,IE-ARION583-2,ARION583,0.871587872,0.682,0.189587872,0.189587872
M06-2X__Def2TZVPP,IE-ARION583-3,ARION583,-1.212650751,-0.625,-0.587650751,0.587650751
M06-2X__Def2TZVPP,IE-ARION583-4,ARION583,-2.17183363,-2.995,0.82316637,0.82316637
M06-2X__Def2TZVPP,IE-ARION583-5,ARION583,-0.985554915,-0.794,-0.191554915,0.191554915
M06-2X__Def2TZVPP,IE-ARION583-6,ARION583,-6.364447017,-6.107,-0.257447017,0.257447017
M06-2X__Def2TZVPP,IE-ARION583-7,ARION583,-2.031171536,-2.262,0.230828464,0.230828464
M06-2X__Def2TZVPP,IE-ARION583-8,ARION583,-5.584255801,-5.413,-0.171255801,0.171255801
M06-2X__Def2TZVPP,IE-ARION583-9,ARION583,-3.052077282,-3.592,0.539922718,0.539922718
M06-2X__Def2TZVPP,IE-ARION583-10,ARION583,-18.14435095,-16.875,-1.269350948,1.269350948
M06-2X__Def2TZVPP,IE-ARION583-11,ARION583,-9.982172004,-10.333,0.350827996,0.350827996
M06-2X__Def2TZVPP,IE-ARION583-12,ARION583,-40.56283908,-26.41,-14.15283908,14.15283908
M06-2X__Def2TZVPP,IE-ARION583-13,ARION583,-27.07518865,-16.063,-11.01218865,11.01218865
M06-2X__Def2TZVPP,IE-ARION583-14,ARION583,-16.99413404,-15.512,-1.482134044,1.482134044
M06-2X__Def2TZVPP,IE-ARION583-15,ARION583,-10.01881448,-10.854,0.835185522,0.835185522
M06-2X__Def2TZVPP,IE-ARION583-16,ARION583,-16.65592916,-16.897,0.241070838,0.241070838
M06-2X__Def2TZVPP,IE-ARION583-17,ARION583,-10.7639723,-10.141,-0.622972298,0.622972298
M06-2X__Def2TZVPP,IE-ARION583-18,ARION583,-10.08882162,-9.727,-0.361821617,0.361821617
M06-2X__Def2TZVPP,IE-ARION583-19,ARION583,-6.522057935,-5.942,-0.580057935,0.580057935
M06-2X__Def2TZVPP,IE-ARION583-20,ARION583,-5.058265366,-6.138,1.079734634,1.079734634
M06-2X__Def2TZVPP,IE-ARION583-21,ARION583,0.4227064,0.278,0.1447064,0.1447064
M06-2X__Def2TZVPP,IE-ARION583-22,ARION583,-1.209538778,-0.583,-0.626538778,0.626538778
M06-2X__Def2TZVPP,IE-ARION583-23,ARION583,-2.254018834,-3.121,0.866981166,0.866981166
M06-2X__Def2TZVPP,IE-ARION583-24,ARION583,-1.690984249,-1.226,-0.464984249,0.464984249
M06-2X__Def2TZVPP,IE-ARION583-25,ARION583,-5.89927771,-5.857,-0.04227771,0.04227771
M06-2X__Def2TZVPP,IE-ARION583-26,ARION583,-0.788351809,-1.187,0.398648191,0.398648191
M06-2X__Def2TZVPP,IE-ARION583-27,ARION583,-6.600788824,-6.484,-0.116788824,0.116788824
M06-2X__Def2TZVPP,IE-ARION583-28,ARION583,-0.37330756,-1.473,1.09969244,1.09969244
M06-2X__Def2TZVPP,IE-ARION583-29,ARION583,-19.3406982,-18.076,-1.2646982,1.2646982
M06-2X__Def2TZVPP,IE-ARION583-30,ARION583,-11.81866922,-11.93,0.111330777,0.111330777
M06-2X__Def2TZVPP,IE-ARION583-31,ARION583,-41.53393979,-27.265,-14.26893979,14.26893979
M06-2X__Def2TZVPP,IE-ARION583-32,ARION583,-27.85789987,-16.723,-11.13489987,11.13489987
M06-2X__Def2TZVPP,IE-ARION583-33,ARION583,-18.11871459,-16.524,-1.594714593,1.594714593
M06-2X__Def2TZVPP,IE-ARION583-34,ARION583,-12.80836222,-13.305,0.496637777,0.496637777
M06-2X__Def2TZVPP,IE-ARION583-35,ARION583,-17.16376353,-17.252,0.088236466,0.088236466
M06-2X__Def2TZVPP,IE-ARION583-36,ARION583,-10.56844848,-10.087,-0.481448481,0.481448481
M06-2X__Def2TZVPP,IE-ARION583-37,ARION583,-9.629169647,-9.42,-0.209169647,0.209169647
M06-2X__Def2TZVPP,IE-ARION583-38,ARION583,-6.662950551,-6.134,-0.528950551,0.528950551
M06-2X__Def2TZVPP,IE-ARION583-39,ARION583,-4.138688938,-5.54,1.401311062,1.401311062
M06-2X__Def2TZVPP,IE-ARION583-40,ARION583,-2.814747406,-2.437,-0.377747406,0.377747406
M06-2X__Def2TZVPP,IE-ARION583-41,ARION583,-1.110375266,-0.374,-0.736375266,0.736375266
M06-2X__Def2TZVPP,IE-ARION583-42,ARION583,-3.953170144,-4.493,0.539829856,0.539829856
M06-2X__Def2TZVPP,IE-ARION583-43,ARION583,-3.566672577,-3.065,-0.501672577,0.501672577
M06-2X__Def2TZVPP,IE-ARION583-44,ARION583,-4.439834156,-4.258,-0.181834156,0.181834156
M06-2X__Def2TZVPP,IE-ARION583-45,ARION583,-1.802035237,-2.079,0.276964763,0.276964763
M06-2X__Def2TZVPP,IE-ARION583-46,ARION583,-7.351765308,-7.214,-0.137765308,0.137765308
M06-2X__Def2TZVPP,IE-ARION583-47,ARION583,-2.394451453,-3.298,0.903548547,0.903548547
M06-2X__Def2TZVPP,IE-ARION583-48,ARION583,-20.48122032,-18.776,-1.70522032,1.70522032
M06-2X__Def2TZVPP,IE-ARION583-49,ARION583,-12.288645,-12.36,0.071354998,0.071354998
M06-2X__Def2TZVPP,IE-ARION583-50,ARION583,-42.16039099,-27.739,-14.42139099,14.42139099
M06-2X__Def2TZVPP,IE-ARION583-51,ARION583,-29.12675898,-17.612,-11.51475898,11.51475898
M06-2X__Def2TZVPP,IE-ARION583-52,ARION583,-19.07142943,-17.073,-1.998429428,1.998429428
M06-2X__Def2TZVPP,IE-ARION583-53,ARION583,-13.06305011,-13.695,0.63194989,0.63194989
M06-2X__Def2TZVPP,IE-ARION583-54,ARION583,-17.56423411,-17.824,0.259765885,0.259765885
M06-2X__Def2TZVPP,IE-ARION583-55,ARION583,-10.65383408,-10.212,-0.441834077,0.441834077
M06-2X__Def2TZVPP,IE-ARION583-56,ARION583,-2.994381951,-2.969,-0.025381951,0.025381951
M06-2X__Def2TZVPP,IE-ARION583-57,ARION583,-0.64519095,-2.165,1.51980905,1.51980905
M06-2X__Def2TZVPP,IE-ARION583-58,ARION583,1.010991066,0.869,0.141991066,0.141991066
M06-2X__Def2TZVPP,IE-ARION583-59,ARION583,-0.324368118,0.059,-0.383368118,0.383368118
M06-2X__Def2TZVPP,IE-ARION583-60,ARION583,-3.073116068,-3.714,0.640883932,0.640883932
M06-2X__Def2TZVPP,IE-ARION583-61,ARION583,-1.074283041,-0.69,-0.384283041,0.384283041
M06-2X__Def2TZVPP,IE-ARION583-62,ARION583,-2.295282117,-2.38,0.084717883,0.084717883
M06-2X__Def2TZVPP,IE-ARION583-63,ARION583,-0.232292364,-0.479,0.246707636,0.246707636
M06-2X__Def2TZVPP,IE-ARION583-64,ARION583,-0.179467693,-0.423,0.243532307,0.243532307
M06-2X__Def2TZVPP,IE-ARION583-65,ARION583,-1.397140788,-2.158,0.760859212,0.760859212
M06-2X__Def2TZVPP,IE-ARION583-66,ARION583,-17.21321499,-16.185,-1.028214992,1.028214992
M06-2X__Def2TZVPP,IE-ARION583-67,ARION583,-10.41374464,-10.777,0.36325536,0.36325536
M06-2X__Def2TZVPP,IE-ARION583-68,ARION583,-38.30030568,-24.888,-13.41230568,13.41230568
M06-2X__Def2TZVPP,IE-ARION583-69,ARION583,-25.66263434,-15.195,-10.46763434,10.46763434
M06-2X__Def2TZVPP,IE-ARION583-70,ARION583,-16.47031016,-15.08,-1.390310156,1.390310156
M06-2X__Def2TZVPP,IE-ARION583-71,ARION583,-9.251526357,-10.087,0.835473643,0.835473643
M06-2X__Def2TZVPP,IE-ARION583-72,ARION583,-16.01269742,-16.321,0.308302575,0.308302575
M06-2X__Def2TZVPP,IE-ARION583-73,ARION583,-9.741939639,-9.29,-0.451939639,0.451939639
M06-2X__Def2TZVPP,IE-ARION583-74,ARION583,-8.693000553,-8.479,-0.214000553,0.214000553
M06-2X__Def2TZVPP,IE-ARION583-75,ARION583,-6.6379326,-6.072,-0.5659326,0.5659326
M06-2X__Def2TZVPP,IE-ARION583-76,ARION583,-2.138482966,-3.68,1.541517034,1.541517034
M06-2X__Def2TZVPP,IE-ARION583-77,ARION583,-0.782052729,-0.607,-0.175052729,0.175052729
M06-2X__Def2TZVPP,IE-ARION583-78,ARION583,-6.163938307,-5.183,-0.980938307,0.980938307
M06-2X__Def2TZVPP,IE-ARION583-79,ARION583,-2.250747997,-1.473,-0.777747997,0.777747997
M06-2X__Def2TZVPP,IE-ARION583-80,ARION583,-4.715376055,-3.363,-1.352376055,1.352376055
M06-2X__Def2TZVPP,IE-ARION583-81,ARION583,-1.828856497,-0.911,-0.917856497,0.917856497
M06-2X__Def2TZVPP,IE-ARION583-82,ARION583,-4.216565253,-5.045,0.828434747,0.828434747
M06-2X__Def2TZVPP,IE-ARION583-83,ARION583,-13.28961066,-11.618,-1.671610655,1.671610655
M06-2X__Def2TZVPP,IE-ARION583-84,ARION583,-7.18486772,-7.147,-0.03786772,0.03786772
M06-2X__Def2TZVPP,IE-ARION583-85,ARION583,-2.394891228,-2.378,-0.016891228,0.016891228
M06-2X__Def2TZVPP,IE-ARION583-86,ARION583,-4.538997645,-4.75,0.211002355,0.211002355
M06-2X__Def2TZVPP,IE-ARION583-87,ARION583,-1.719687,-2.676,0.956313,0.956313
M06-2X__Def2TZVPP,IE-ARION583-88,ARION583,-13.98289444,-13.755,-0.227894444,0.227894444
M06-2X__Def2TZVPP,IE-ARION583-89,ARION583,-14.82377826,-15.152,0.328221739,0.328221739
M06-2X__Def2TZVPP,IE-ARION583-90,ARION583,-33.59484655,-21.222,-12.37284655,12.37284655
M06-2X__Def2TZVPP,IE-ARION583-91,ARION583,-22.50376945,-12.936,-9.567769448,9.567769448
M06-2X__Def2TZVPP,IE-ARION583-92,ARION583,-14.48649118,-13.82,-0.666491182,0.666491182
M06-2X__Def2TZVPP,IE-ARION583-93,ARION583,-11.93912291,-12.96,1.020877089,1.020877089
M06-2X__Def2TZVPP,IE-ARION583-94,ARION583,-6.517016705,-7.254,0.736983295,0.736983295
M06-2X__Def2TZVPP,IE-ARION583-95,ARION583,-15.38665879,-15.859,0.472341206,0.472341206
M06-2X__Def2TZVPP,IE-ARION583-96,ARION583,-9.825509689,-9.61,-0.215509689,0.215509689
M06-2X__Def2TZVPP,IE-ARION583-97,ARION583,-9.539727979,-9.473,-0.066727979,0.066727979
M06-2X__Def2TZVPP,IE-ARION583-98,ARION583,-7.132146502,-6.577,-0.555146502,0.555146502
M06-2X__Def2TZVPP,IE-ARION583-99,ARION583,-4.259622486,-5.74,1.480377514,1.480377514
M06-2X__Def2TZVPP,IE-ARION583-100,ARION583,-0.146754645,-0.08,-0.066754645,0.066754645
M06-2X__Def2TZVPP,IE-ARION583-101,ARION583,-1.178438759,-0.418,-0.760438759,0.760438759
M06-2X__Def2TZVPP,IE-ARION583-102,ARION583,-4.43631842,-5.342,0.90568158,0.90568158
M06-2X__Def2TZVPP,IE-ARION583-103,ARION583,-13.32920243,-12.118,-1.211202432,1.211202432
M06-2X__Def2TZVPP,IE-ARION583-104,ARION583,-7.830694643,-7.876,0.045305357,0.045305357
M06-2X__Def2TZVPP,IE-ARION583-105,ARION583,-2.339791786,-2.328,-0.011791786,0.011791786
M06-2X__Def2TZVPP,IE-ARION583-106,ARION583,-5.209781065,-5.454,0.244218935,0.244218935
M06-2X__Def2TZVPP,IE-ARION583-107,ARION583,-4.716183985,-5.405,0.688816015,0.688816015
M06-2X__Def2TZVPP,IE-ARION583-108,ARION583,-14.46137645,-14.197,-0.264376446,0.264376446
M06-2X__Def2TZVPP,IE-ARION583-109,ARION583,-15.04508913,-15.403,0.357910871,0.357910871
M06-2X__Def2TZVPP,IE-ARION583-110,ARION583,-34.52704825,-22.048,-12.47904825,12.47904825
M06-2X__Def2TZVPP,IE-ARION583-111,ARION583,-23.10326088,-13.494,-9.60926088,9.60926088
M06-2X__Def2TZVPP,IE-ARION583-112,ARION583,-14.03663091,-13.449,-0.587630906,0.587630906
M06-2X__Def2TZVPP,IE-ARION583-113,ARION583,-11.52210202,-12.673,1.150897979,1.150897979
M06-2X__Def2TZVPP,IE-ARION583-114,ARION583,-7.393584588,-8.135,0.741415412,0.741415412
M06-2X__Def2TZVPP,IE-ARION583-115,ARION583,-10.09167053,-9.838,-0.253670528,0.253670528
M06-2X__Def2TZVPP,IE-ARION583-116,ARION583,-9.787874942,-9.645,-0.142874942,0.142874942
M06-2X__Def2TZVPP,IE-ARION583-117,ARION583,-4.886803279,-4.703,-0.183803279,0.183803279
M06-2X__Def2TZVPP,IE-ARION583-118,ARION583,-1.526322791,-2.853,1.326677209,1.326677209
M06-2X__Def2TZVPP,IE-ARION583-119,ARION583,1.12966054,0.982,0.14766054,0.14766054
M06-2X__Def2TZVPP,IE-ARION583-120,ARION583,0.19708181,0.801,-0.60391819,0.60391819
M06-2X__Def2TZVPP,IE-ARION583-121,ARION583,-1.887180561,-2.822,0.934819439,0.934819439
M06-2X__Def2TZVPP,IE-ARION583-122,ARION583,-3.08276095,-3.725,0.64223905,0.64223905
M06-2X__Def2TZVPP,IE-ARION583-123,ARION583,-0.747923779,-0.409,-0.338923779,0.338923779
M06-2X__Def2TZVPP,IE-ARION583-124,ARION583,-6.782475356,-6.609,-0.173475356,0.173475356
M06-2X__Def2TZVPP,IE-ARION583-125,ARION583,-1.184945984,-1.407,0.222054016,0.222054016
M06-2X__Def2TZVPP,IE-ARION583-126,ARION583,-3.949199839,-3.94,-0.009199839,0.009199839
M06-2X__Def2TZVPP,IE-ARION583-127,ARION583,-0.308483109,-1.202,0.893516891,0.893516891
M06-2X__Def2TZVPP,IE-ARION583-128,ARION583,-19.00289043,-17.987,-1.015890433,1.015890433
M06-2X__Def2TZVPP,IE-ARION583-129,ARION583,-11.73442195,-11.73,-0.004421951,0.004421951
M06-2X__Def2TZVPP,IE-ARION583-130,ARION583,-40.46450569,-26.951,-13.51350569,13.51350569
M06-2X__Def2TZVPP,IE-ARION583-131,ARION583,-27.35400945,-16.777,-10.57700945,10.57700945
M06-2X__Def2TZVPP,IE-ARION583-132,ARION583,-17.70059855,-16.324,-1.376598549,1.376598549
M06-2X__Def2TZVPP,IE-ARION583-133,ARION583,-10.81157456,-11.656,0.844425439,0.844425439
M06-2X__Def2TZVPP,IE-ARION583-134,ARION583,-17.61167004,-17.944,0.332329957,0.332329957
M06-2X__Def2TZVPP,IE-ARION583-135,ARION583,-10.45873273,-9.86,-0.598732734,0.598732734
M06-2X__Def2TZVPP,IE-ARION583-136,ARION583,-9.749268634,-9.469,-0.280268634,0.280268634
M06-2X__Def2TZVPP,IE-ARION583-137,ARION583,-6.299431872,-6.136,-0.163431872,0.163431872
M06-2X__Def2TZVPP,IE-ARION583-138,ARION583,-6.720991843,-7.257,0.536008157,0.536008157
M06-2X__Def2TZVPP,IE-ARION583-139,ARION583,1.308551463,1.136,0.172551463,0.172551463
M06-2X__Def2TZVPP,IE-ARION583-140,ARION583,0.161437155,0.769,-0.607562845,0.607562845
M06-2X__Def2TZVPP,IE-ARION583-141,ARION583,-3.191119608,-3.885,0.693880392,0.693880392
M06-2X__Def2TZVPP,IE-ARION583-142,ARION583,-0.444889317,-0.188,-0.256889317,0.256889317
M06-2X__Def2TZVPP,IE-ARION583-143,ARION583,-2.171687736,-2.29,0.118312264,0.118312264
M06-2X__Def2TZVPP,IE-ARION583-144,ARION583,-0.78978552,-1.05,0.26021448,0.26021448
M06-2X__Def2TZVPP,IE-ARION583-145,ARION583,-5.051189318,-5.099,0.047810682,0.047810682
M06-2X__Def2TZVPP,IE-ARION583-146,ARION583,-2.84173627,-3.795,0.95326373,0.95326373
M06-2X__Def2TZVPP,IE-ARION583-147,ARION583,-19.22249454,-18.197,-1.025494536,1.025494536
M06-2X__Def2TZVPP,IE-ARION583-148,ARION583,-11.51071917,-11.27,-0.240719173,0.240719173
M06-2X__Def2TZVPP,IE-ARION583-149,ARION583,-41.5819313,-27.983,-13.5989313,13.5989313
M06-2X__Def2TZVPP,IE-ARION583-150,ARION583,-28.28448862,-17.634,-10.65048862,10.65048862
M06-2X__Def2TZVPP,IE-ARION583-151,ARION583,-17.88389001,-16.525,-1.358890008,1.358890008
M06-2X__Def2TZVPP,IE-ARION583-152,ARION583,-11.5919791,-12.509,0.917020904,0.917020904
M06-2X__Def2TZVPP,IE-ARION583-153,ARION583,-18.19756416,-18.538,0.340435841,0.340435841
M06-2X__Def2TZVPP,IE-ARION583-154,ARION583,-10.64027914,-10.354,-0.286279138,0.286279138
M06-2X__Def2TZVPP,IE-ARION583-155,ARION583,-9.820298476,-9.781,-0.039298476,0.039298476
M06-2X__Def2TZVPP,IE-ARION583-156,ARION583,-6.529759871,-6.167,-0.362759871,0.362759871
M06-2X__Def2TZVPP,IE-ARION583-157,ARION583,-12.82299843,-12.991,0.168001575,0.168001575
M06-2X__Def2TZVPP,IE-ARION583-158,ARION583,-6.903456034,-8.085,1.181543966,1.181543966
M06-2X__Def2TZVPP,IE-ARION583-159,ARION583,-4.700185298,-4.224,-0.476185298,0.476185298
M06-2X__Def2TZVPP,IE-ARION583-160,ARION583,-5.674241617,-4.318,-1.356241617,1.356241617
M06-2X__Def2TZVPP,IE-ARION583-161,ARION583,-5.344132015,-5.932,0.587867985,0.587867985
M06-2X__Def2TZVPP,IE-ARION583-162,ARION583,-3.490485766,-2.882,-0.608485766,0.608485766
M06-2X__Def2TZVPP,IE-ARION583-163,ARION583,-6.278041838,-6.184,-0.094041838,0.094041838
M06-2X__Def2TZVPP,IE-ARION583-164,ARION583,-2.762253497,-2.841,0.078746503,0.078746503
M06-2X__Def2TZVPP,IE-ARION583-165,ARION583,-2.228198977,-2.227,-0.001198977,0.001198977
M06-2X__Def2TZVPP,IE-ARION583-166,ARION583,0.465975403,0.129,0.336975403,0.336975403
M06-2X__Def2TZVPP,IE-ARION583-167,ARION583,-4.506113337,-4.727,0.220886663,0.220886663
M06-2X__Def2TZVPP,IE-ARION583-168,ARION583,-4.505571805,-4.726,0.220428195,0.220428195
M06-2X__Def2TZVPP,IE-ARION583-169,ARION583,-16.00213617,-15.547,-0.455136175,0.455136175
M06-2X__Def2TZVPP,IE-ARION583-170,ARION583,-15.60594067,-15.646,0.040059333,0.040059333
M06-2X__Def2TZVPP,IE-ARION583-171,ARION583,-35.43420187,-22.764,-12.67020187,12.67020187
M06-2X__Def2TZVPP,IE-ARION583-172,ARION583,-25.17581073,-15.323,-9.852810729,9.852810729
M06-2X__Def2TZVPP,IE-ARION583-173,ARION583,-12.06935028,-11.538,-0.531350278,0.531350278
M06-2X__Def2TZVPP,IE-ARION583-174,ARION583,-13.65791604,-14.571,0.913083965,0.913083965
M06-2X__Def2TZVPP,IE-ARION583-175,ARION583,-17.77423654,-18.088,0.313763459,0.313763459
M06-2X__Def2TZVPP,IE-ARION583-176,ARION583,-12.52985,-12.099,-0.430849999,0.430849999
M06-2X__Def2TZVPP,IE-ARION583-177,ARION583,-12.56768768,-12.211,-0.356687678,0.356687678
M06-2X__Def2TZVPP,IE-ARION583-178,ARION583,-1.751509672,-1.625,-0.126509672,0.126509672
M06-2X__Def2TZVPP,IE-ARION583-179,ARION583,0.691272173,-0.674,1.365272173,1.365272173
M06-2X__Def2TZVPP,IE-ARION583-180,ARION583,0.466650561,0.273,0.193650561,0.193650561
M06-2X__Def2TZVPP,IE-ARION583-181,ARION583,-0.811059282,-0.322,-0.489059282,0.489059282
M06-2X__Def2TZVPP,IE-ARION583-182,ARION583,1.600830688,0.529,1.071830688,1.071830688
M06-2X__Def2TZVPP,IE-ARION583-183,ARION583,-0.804314092,-0.534,-0.270314092,0.270314092
M06-2X__Def2TZVPP,IE-ARION583-184,ARION583,-0.504732318,-0.773,0.268267682,0.268267682
M06-2X__Def2TZVPP,IE-ARION583-185,ARION583,-3.993474135,-4.136,0.142525865,0.142525865
M06-2X__Def2TZVPP,IE-ARION583-186,ARION583,-11.23710564,-10.511,-0.726105636,0.726105636
M06-2X__Def2TZVPP,IE-ARION583-187,ARION583,-0.949077235,-1.951,1.001922765,1.001922765
M06-2X__Def2TZVPP,IE-ARION583-188,ARION583,-20.10765563,-18.799,-1.308655634,1.308655634
M06-2X__Def2TZVPP,IE-ARION583-189,ARION583,-11.36390974,-11.329,-0.034909744,0.034909744
M06-2X__Def2TZVPP,IE-ARION583-190,ARION583,-44.81523325,-30.827,-13.98823325,13.98823325
M06-2X__Def2TZVPP,IE-ARION583-191,ARION583,-30.96030844,-19.999,-10.96130844,10.96130844
M06-2X__Def2TZVPP,IE-ARION583-192,ARION583,-18.79108896,-17.126,-1.665088958,1.665088958
M06-2X__Def2TZVPP,IE-ARION583-193,ARION583,-9.204486129,-9.883,0.678513871,0.678513871
M06-2X__Def2TZVPP,IE-ARION583-194,ARION583,-16.26480081,-16.416,0.151199188,0.151199188
M06-2X__Def2TZVPP,IE-ARION583-195,ARION583,-13.61540387,-12.896,-0.71940387,0.71940387
M06-2X__Def2TZVPP,IE-ARION583-196,ARION583,-12.87030546,-12.567,-0.303305458,0.303305458
M06-2X__Def2TZVPP,IE-ARION583-197,ARION583,-12.68627327,-11.754,-0.932273267,0.932273267
M06-2X__Def2TZVPP,IE-ARION583-198,ARION583,0.670496741,-0.813,1.483496741,1.483496741
M06-2X__Def2TZVPP,IE-ARION583-199,ARION583,0.178734254,0.073,0.105734254,0.105734254
M06-2X__Def2TZVPP,IE-ARION583-200,ARION583,-5.271655166,-4.403,-0.868655166,0.868655166
M06-2X__Def2TZVPP,IE-ARION583-201,ARION583,0.448907982,0.941,-0.492092018,0.492092018
M06-2X__Def2TZVPP,IE-ARION583-202,ARION583,0.394565046,-0.57,0.964565046,0.964565046
M06-2X__Def2TZVPP,IE-ARION583-203,ARION583,-0.425779716,-0.233,-0.192779716,0.192779716
M06-2X__Def2TZVPP,IE-ARION583-204,ARION583,-2.93120542,-3.157,0.22579458,0.22579458
M06-2X__Def2TZVPP,IE-ARION583-205,ARION583,-0.53592938,-1.044,0.50807062,0.50807062
M06-2X__Def2TZVPP,IE-ARION583-206,ARION583,-4.545780408,-4.654,0.108219592,0.108219592
M06-2X__Def2TZVPP,IE-ARION583-207,ARION583,-3.460715087,-3.962,0.501284913,0.501284913
M06-2X__Def2TZVPP,IE-ARION583-208,ARION583,-21.85979064,-20.577,-1.282790642,1.282790642
M06-2X__Def2TZVPP,IE-ARION583-209,ARION583,-10.10930222,-10.672,0.562697784,0.562697784
M06-2X__Def2TZVPP,IE-ARION583-210,ARION583,-46.21375699,-32.255,-13.95875699,13.95875699
M06-2X__Def2TZVPP,IE-ARION583-211,ARION583,-32.2561504,-21.309,-10.9471504,10.9471504
M06-2X__Def2TZVPP,IE-ARION583-212,ARION583,-21.62559752,-20,-1.625597524,1.625597524
M06-2X__Def2TZVPP,IE-ARION583-213,ARION583,-10.09529581,-10.818,0.72270419,0.72270419
M06-2X__Def2TZVPP,IE-ARION583-214,ARION583,-21.39706295,-21.688,0.29093705,0.29093705
M06-2X__Def2TZVPP,IE-ARION583-215,ARION583,-13.97189482,-13.408,-0.563894819,0.563894819
M06-2X__Def2TZVPP,IE-ARION583-216,ARION583,-13.67826298,-13.472,-0.206262984,0.206262984
M06-2X__Def2TZVPP,IE-ARION583-217,ARION583,-6.294650694,-5.805,-0.489650694,0.489650694
M06-2X__Def2TZVPP,IE-ARION583-218,ARION583,-5.275629443,-6.413,1.137370557,1.137370557
M06-2X__Def2TZVPP,IE-ARION583-219,ARION583,-5.588551365,-5.029,-0.559551365,0.559551365
M06-2X__Def2TZVPP,IE-ARION583-220,ARION583,1.762057814,1.58,0.182057814,0.182057814
M06-2X__Def2TZVPP,IE-ARION583-221,ARION583,-3.897047493,-2.906,-0.991047493,0.991047493
M06-2X__Def2TZVPP,IE-ARION583-222,ARION583,-0.410956201,0.392,-0.802956201,0.802956201
M06-2X__Def2TZVPP,IE-ARION583-223,ARION583,-4.321585611,-5.216,0.894414389,0.894414389
M06-2X__Def2TZVPP,IE-ARION583-224,ARION583,-0.337662441,-0.054,-0.283662441,0.283662441
M06-2X__Def2TZVPP,IE-ARION583-225,ARION583,-4.491739259,-4.834,0.342260741,0.342260741
M06-2X__Def2TZVPP,IE-ARION583-226,ARION583,0.518781022,0.125,0.393781022,0.393781022
M06-2X__Def2TZVPP,IE-ARION583-227,ARION583,-7.685822306,-7.572,-0.113822306,0.113822306
M06-2X__Def2TZVPP,IE-ARION583-228,ARION583,-4.516651366,-5.486,0.969348634,0.969348634
