id,level,ae_pred_kcalmol,true_kcalmol,error_kcalmol,abs_error_kcalmol
AE-TAE140-10,M06-2X__Def2TZVPP,-306.401224344307,-307.87,1.4687756556929799,1.4687756556929799
AE-TAE140-26,M06-2X__Def2TZVPP,-809.9294385490924,-811.241,1.3115614509075613,1.3115614509075613
AE-TAE140-81,M06-2X__Def2TZVPP,-293.78744277999533,-296.534,2.746557220004661,2.746557220004661
AE-TAE140-126,M06-2X__Def2TZVPP,-64.02896962670967,-65.447,1.4180303732903354,1.4180303732903354
AE-TAE140-2,M06-2X__Def2TZVPP,-209.46720151786943,-213.169,3.7017984821305845,3.7017984821305845
AE-TAE140-124,M06-2X__Def2TZVPP,-61.4737841239278,-62.8,1.3262158760721974,1.3262158760721974
AE-TAE140-86,M06-2X__Def2TZVPP,-390.82821292663266,-386.087,-4.74121292663267,4.74121292663267
AE-TAE140-99,M06-2X__Def2TZVPP,-353.03154415536386,-350.149,-2.8825441553638598,2.8825441553638598
AE-TAE140-15,M06-2X__Def2TZVPP,-711.0261815098005,-713.08,2.0538184901995464,2.0538184901995464
AE-TAE140-33,M06-2X__Def2TZVPP,-481.38934835406104,-482.276,0.8866516459389686,0.8866516459389686
AE-TAE140-57,M06-2X__Def2TZVPP,-183.64695277878343,-182.517,-1.1299527787834336,1.1299527787834336
AE-TAE140-72,M06-2X__Def2TZVPP,-311.64176009427194,-313.418,1.7762399057280618,1.7762399057280618
AE-TAE140-97,M06-2X__Def2TZVPP,-174.74120571910163,-175.533,0.7917942808983582,0.7917942808983582
AE-TAE140-38,M06-2X__Def2TZVPP,-106.21623804104408,-107.208,0.9917619589559195,0.9917619589559195
AE-TAE140-23,M06-2X__Def2TZVPP,-422.0996868955425,-422.959,0.8593131044574989,0.8593131044574989
AE-TAE140-16,M06-2X__Def2TZVPP,-1005.4545786901604,-1007.909,2.4544213098396312,2.4544213098396312
AE-TAE140-1,M06-2X__Def2TZVPP,-108.38486030507352,-109.493,1.1081396949264786,1.1081396949264786
AE-TAE140-25,M06-2X__Def2TZVPP,-295.3311876704294,-298.018,2.6868123295705573,2.6868123295705573
AE-TAE140-91,M06-2X__Def2TZVPP,-500.2199368049658,-502.037,1.8170631950341658,1.8170631950341658
AE-TAE140-100,M06-2X__Def2TZVPP,-202.57136002932504,-205.89,3.318639970674951,3.318639970674951
AE-TAE140-101,M06-2X__Def2TZVPP,-155.18758879842406,-158.653,3.4654112015759324,3.4654112015759324
AE-TAE140-75,M06-2X__Def2TZVPP,-278.44233065599707,-279.422,0.9796693440029571,0.9796693440029571
AE-TAE140-94,M06-2X__Def2TZVPP,-336.5562111967747,-335.747,-0.8092111967746973,0.8092111967746973
AE-TAE140-22,M06-2X__Def2TZVPP,-580.6170712420512,-582.301,1.68392875794882,1.68392875794882
AE-TAE140-58,M06-2X__Def2TZVPP,-225.7704024561331,-225.274,-0.4964024561330973,0.4964024561330973
AE-TAE140-92,M06-2X__Def2TZVPP,-226.7042134221293,-228.485,1.780786577870714,1.780786577870714
AE-TAE140-133,M06-2X__Def2TZVPP,-88.77568339436982,-93.78,5.00431660563018,5.00431660563018
AE-TAE140-62,M06-2X__Def2TZVPP,-124.09338911606625,-122.618,-1.4753891160662533,1.4753891160662533
AE-TAE140-134,M06-2X__Def2TZVPP,-60.6492554765631,-67.459,6.809744523436905,6.809744523436905
AE-TAE140-69,M06-2X__Def2TZVPP,-246.91395038900785,-248.059,1.145049610992146,1.145049610992146
AE-TAE140-24,M06-2X__Def2TZVPP,-859.6812782697035,-861.578,1.8967217302964627,1.8967217302964627
AE-TAE140-132,M06-2X__Def2TZVPP,-119.30522416279577,-128.12,8.814775837204238,8.814775837204238
AE-TAE140-14,M06-2X__Def2TZVPP,-243.00389668162114,-242.267,-0.7368966816211469,0.7368966816211469
AE-TAE140-48,M06-2X__Def2TZVPP,-302.8210555695515,-309.099,6.2779444304484855,6.2779444304484855
AE-TAE140-115,M06-2X__Def2TZVPP,-228.0104278202948,-233.089,5.078572179705191,5.078572179705191
AE-TAE140-73,M06-2X__Def2TZVPP,-298.9567812586,-298.203,-0.7537812586000427,0.7537812586000427
AE-TAE140-37,M06-2X__Def2TZVPP,-445.5489655103868,-446.081,0.5320344896132383,0.5320344896132383
AE-TAE140-121,M06-2X__Def2TZVPP,-225.77412577672794,-233.297,7.522874223272055,7.522874223272055
